NAME,BGX,JD,DG,LH,GQC,NQ,GLG,LBH,YS,XW,SQ,JEM,XDQ,NMQ,JC,MEK,HY,MNG,JZ,RK,HH,JZX,HN,XH,LT,LX,DY,HZ,GL,DL,YZ
NMQ,1.672123531,1.951075331,1.82872653,1.548295536,1.951444166,1.973336265,1.987160829,1.979174841,1.924193601,1.956977483,1.925201024,1.813685758,1.663651296,0,1.427365785,1.570711523,1.65436617,1.824210575,1.625978983,1.72706678,1.698734023,1.675590599,1.707083474,1.699131202,1.715487619,1.7542454,1.783905363,1.804570062,1.831537733,1.838532366,1.902598348
JC,1.605256861,1.934601086,1.833599095,1.546141291,1.939884016,1.962933253,1.977287116,1.969751437,1.91590759,1.950936341,1.922290431,1.800386715,1.554719703,1.427365785,0,1.323306562,1.557154524,1.733045234,1.641980305,1.677515981,1.658830974,1.640429739,1.696507013,1.67423592,1.677505301,1.722330545,1.766887847,1.780393867,1.804449065,1.819459837,1.882782539
MEK,1.694071472,2.015710741,1.922628107,1.667986585,2.011472632,2.033673789,2.048361708,2.039801823,1.987432165,2.022905804,1.995318999,1.852387608,1.633380217,1.570711523,1.323306562,0,1.526972181,1.713019342,1.694527649,1.689339971,1.678901705,1.66453459,1.740307204,1.709093911,1.70240065,1.753714325,1.812904969,1.820099127,1.842118688,1.865121186,1.928821764
HY,1.816119425,2.087779051,1.994491583,1.780370718,2.062462318,2.082212407,2.097157593,2.086315092,2.035957575,2.070709182,2.043007165,1.866355965,1.783338886,1.65436617,1.557154524,1.526972181,0,1.699165827,1.664923463,1.627074662,1.629610653,1.621973625,1.726144559,1.69137312,1.678509859,1.741078474,1.817314198,1.818963271,1.840652495,1.87169378,1.937425021
MNG,1.90056992,2.164055436,2.084845106,1.896460132,2.12473891,2.143448222,2.159152642,2.146758163,2.099289268,2.13563406,2.110820121,1.893916095,1.864478895,1.824210575,1.733045234,1.713019342,1.699165827,0,1.787422916,1.599103274,1.61940101,1.619539905,1.766895473,1.693158578,1.637176924,1.714391999,1.832882968,1.813990886,1.826505363,1.882080739,1.946360379
JZ,1.79013638,1.994577863,1.894104582,1.739003584,1.946160964,1.96271454,1.97737486,1.964075732,1.914431647,1.946388971,1.91575584,1.722231724,1.79258742,1.625978983,1.641980305,1.694527649,1.664923463,1.787422916,0,1.604758783,1.553615792,1.520260811,1.519763867,1.549448113,1.587507708,1.630290671,1.672475172,1.690854116,1.721429397,1.735905635,1.806085608
RK,1.830980963,2.054831125,1.974186249,1.810702314,1.999103296,2.015792261,2.031631294,2.017416173,1.971382055,2.006939525,1.981783344,1.738282884,1.816498346,1.72706678,1.677515981,1.689339971,1.627074662,1.599103274,1.604758783,0,1.228294729,1.297842693,1.565389196,1.481669305,1.414543881,1.528699727,1.667318722,1.647361334,1.664504726,1.7224659,1.79089431
HH,1.799482024,2.010961628,1.931777353,1.778457613,1.948675796,1.96463259,1.980601053,1.965651039,1.920393428,1.955905294,1.931006087,1.674270385,1.79057357,1.698734023,1.658830974,1.678901705,1.629610653,1.61940101,1.553615792,1.228294729,0,1.058597849,1.482193762,1.385171611,1.318635185,1.448179988,1.598044179,1.57629967,1.595243146,1.655533644,1.725705858
JZX,1.774050038,1.978582966,1.900296109,1.752744836,1.912553314,1.928088291,1.944128488,1.92875617,1.883939281,1.919418906,1.894664172,1.630224829,1.768174159,1.675590599,1.640429739,1.66453459,1.621973625,1.619539905,1.520260811,1.297842693,1.058597849,0,1.423710439,1.316216928,1.265501952,1.396144453,1.550681399,1.528590446,1.549281672,1.610044679,1.68148844
HN,1.79626287,1.963719001,1.886309504,1.770540277,1.881206669,1.89445378,1.910389142,1.893108486,1.849212064,1.883104419,1.85715905,1.570996299,1.806789348,1.707083474,1.696507013,1.740307204,1.726144559,1.766895473,1.519763867,1.565389196,1.482193762,1.423710439,0,1.319997634,1.449361416,1.457700505,1.487852271,1.509766885,1.551341631,1.568136816,1.648464552
XH,1.777270955,1.953151339,1.882888048,1.759872389,1.868112108,1.881709034,1.898344279,1.880801333,1.838838707,1.874974082,1.852114741,1.538483376,1.782303804,1.699131202,1.67423592,1.709093911,1.69137312,1.693158578,1.549448113,1.481669305,1.385171611,1.316216928,1.319997634,0,1.271667909,1.259181355,1.432435663,1.400084301,1.433713544,1.503007581,1.582786472
LT,1.793466633,1.988768385,1.917709264,1.779848539,1.912869431,1.927665068,1.944268784,1.927795253,1.88508364,1.921778685,1.899144461,1.604217921,1.789848478,1.715487619,1.677505301,1.70240065,1.678509859,1.637176924,1.587507708,1.414543881,1.318635185,1.265501952,1.449361416,1.271667909,0,1.261406948,1.512975772,1.464000269,1.474885835,1.566515685,1.637025926
LX,1.820623762,1.997579381,1.93269261,1.809497278,1.908497536,1.922089791,1.939237519,1.921284862,1.880858697,1.918451815,1.897666552,1.566385417,1.823926376,1.7542454,1.722330545,1.753714325,1.741078474,1.714391999,1.630290671,1.528699727,1.448179988,1.396144453,1.457700505,1.259181355,1.261406948,0,1.457063345,1.371091114,1.377050771,1.508705806,1.582295236
DY,1.828295299,1.957291639,1.906843575,1.820023643,1.834806465,1.844933743,1.863220751,1.841292359,1.806286607,1.845462972,1.828806903,1.359632176,1.849431892,1.783905363,1.766887847,1.812904969,1.817314198,1.832882968,1.672475172,1.667318722,1.598044179,1.550681399,1.487852271,1.432435663,1.512975772,1.457063345,0,1.327372257,1.407731397,1.252063558,1.407272098
HZ,1.855177363,2.003509193,1.949097158,1.847347077,1.892903129,1.90459798,1.922722752,1.902342359,1.865885821,1.9052632,1.887923352,1.487428921,1.868910887,1.804570062,1.780393867,1.820099127,1.818963271,1.813990886,1.690854116,1.647361334,1.57629967,1.528590446,1.509766885,1.400084301,1.464000269,1.371091114,1.327372257,0,1.182532121,1.363332881,1.459434543
GL,1.881328721,2.034294715,1.980123525,1.874854715,1.925524766,1.937587383,1.955794128,1.935683006,1.899243585,1.939008177,1.921986835,1.532999173,1.893051162,1.831537733,1.804449065,1.842118688,1.840652495,1.826505363,1.721429397,1.664504726,1.595243146,1.549281672,1.551341631,1.433713544,1.474885835,1.377050771,1.407731397,1.182532121,0,1.42156007,1.492141631
DL,1.875576307,1.999449722,1.955350717,1.87105319,1.86904386,1.87904388,1.898168181,1.875510518,1.843007849,1.884407915,1.870777912,1.379952797,1.897853533,1.838532366,1.819459837,1.865121186,1.87169378,1.882080739,1.735905635,1.7224659,1.655533644,1.610044679,1.568136816,1.503007581,1.566515685,1.508705806,1.252063558,1.363332881,1.42156007,0,1.272220177
YZ,1.93379735,2.052077338,2.013145858,1.931963839,1.914661391,1.924539548,1.944363402,1.921093381,1.890665186,1.933865339,1.922653385,1.437598876,1.957643809,1.902598348,1.882782539,1.928821764,1.937425021,1.946360379,1.806085608,1.79089431,1.725705858,1.68148844,1.648464552,1.582786472,1.637025926,1.582295236,1.407272098,1.459434543,1.492141631,1.272220177,0
