NAME,BGX,JD,DG,LH,GQC,NQ,GLG,LBH,YS,XW,SQ,JEM,XDQ,NMQ,JC,MEK,HY,MNG,JZ,RK,HH,JZX,HN,XH,LT,LX,DY,HZ,GL,DL,YZ
HH,3.484810751,3.258866822,3.647710231,3.233684657,3.619457128,3.578815692,3.495965027,3.655958348,3.414848689,3.516035155,3.749817331,3.451224096,3.056581215,6.096237905,4.4975459,3.455882001,2.341657587,2.477179216,2.39138667,1.784266491,0,1.441669671,2.285719365,2.166632063,2.061357124,2.082059354,2.659089713,2.699214859,2.601795502,3.090246738,3.406518136
JZX,3.284852143,3.049700014,3.440291556,3.036967415,3.404816879,3.363238248,3.280553471,3.439821261,3.199466977,3.300613534,3.534707595,3.203863009,2.863406549,5.907817713,4.316526833,3.282489391,2.186361686,2.327635958,2.187439017,1.92623944,1.441669671,0,2.019657788,1.879290008,1.771209964,1.818274755,2.404279556,2.443091373,2.349163522,2.838487315,3.15800054
HN,3.317157229,3.015100925,3.403157392,3.055489098,3.3353675,3.286524129,3.204471144,3.358812762,3.121877222,3.220775487,3.453104461,2.991642825,2.938870983,5.945558305,4.404737603,3.402115593,2.348398433,2.537113036,2.175951771,2.453115929,2.285719365,2.019657788,0,1.783541214,2.01961254,1.854444063,2.209429809,2.336471061,2.297670464,2.688407759,3.026998401
XH,3.243759972,2.974907418,3.3800522,3.02250538,3.305268248,3.259845378,3.178118761,3.334097631,3.097922501,3.199838763,3.437410171,2.915637042,2.84343952,5.939732876,4.351359201,3.334634136,2.297981334,2.402338528,2.272760904,2.334007541,2.166632063,1.879290008,1.783541214,0,1.671002968,1.471672643,2.047508232,2.078554145,2.025241363,2.507681152,2.85335859
LT,3.190138761,2.960359225,3.370038628,2.989800356,3.310840562,3.269636882,3.187508791,3.346358733,3.108087603,3.211172533,3.449537287,3.034888364,2.765849843,5.915893462,4.295041911,3.26571517,2.236240987,2.271346056,2.305811613,2.206420044,2.061357124,1.771209964,2.01961254,1.671002968,0,1.432441482,2.196367857,2.177552209,2.056487762,2.614635971,2.934292604
LX,3.04762674,2.801432002,3.217161511,2.855715828,3.14006733,3.097093075,3.015450478,3.17275346,2.936554416,3.040117874,3.280292346,2.76574107,2.633714127,5.796912905,4.179397464,3.157023911,2.144426842,2.186478885,2.201282708,2.199954206,2.082059354,1.818274755,1.854444063,1.471672643,1.432441482,0,1.886472532,1.818875778,1.698102256,2.303406839,2.634075398
DY,3.495059632,3.159555133,3.585162142,3.290294383,3.440831114,3.387674393,3.307983466,3.457310352,3.229904986,3.333833649,3.579205921,2.494328307,3.130874481,6.244717391,4.665672439,3.663599794,2.654279025,2.761776656,2.630836607,2.779595177,2.659089713,2.404279556,2.209429809,2.047508232,2.196367857,1.886472532,0,1.959023379,2.05694712,2.016659724,2.502782459
HZ,3.575440867,3.2834176,3.706134917,3.380294965,3.592005435,3.544097495,3.463563709,3.616851534,3.385477255,3.489632535,3.733092437,2.960152788,3.187399093,6.331408798,4.73204823,3.720554126,2.712881973,2.787585376,2.730880889,2.814853358,2.699214859,2.443091373,2.336471061,2.078554145,2.177552209,1.818875778,1.959023379,0,1.743615557,2.334383069,2.734481348
GL,3.464514409,3.188971772,3.613899798,3.279159394,3.506341282,3.460459392,3.379768358,3.534411818,3.302128855,3.406882122,3.650697088,2.957416784,3.067343895,6.235012588,4.623581775,3.608433075,2.606609688,2.660941845,2.652935647,2.708073638,2.601795502,2.349163522,2.297670464,2.025241363,2.056487762,1.698102256,2.05694712,1.743615557,0,2.344089629,2.637662429
DL,3.893215917,3.553493433,3.988430855,3.700499815,3.827864805,3.775070363,3.696056485,3.84496856,3.619889085,3.725864423,3.975030072,2.829627541,3.530689083,6.665491493,5.078040148,4.075294428,3.072834024,3.167838415,3.072077497,3.20325308,3.090246738,2.838487315,2.688407759,2.507681152,2.614635971,2.303406839,2.016659724,2.334383069,2.344089629,0,2.304883795
YZ,4.165558633,3.809213021,4.255128915,3.982795638,4.06894604,4.01555593,3.937527642,4.085174276,3.863639174,3.971929699,4.225694808,3.099344165,3.81155576,6.959497044,5.368993338,4.368130453,3.37204514,3.463645117,3.382738316,3.513649723,3.406518136,3.15800054,3.026998401,2.85335859,2.934292604,2.634075398,2.502782459,2.734481348,2.637662429,2.304883795,0
