"NAME","BGX","XDQ","JD","DG","LH","NMQ","JC","MEK","HY","MNG","GQC","NQ","GLG","LBH","YS","XW","SQ","JZ","RK","HH","JZX","HN","XH","LT","LX","DY","JEM","HZ","GL","DL","YZ"
"BGX",0,7.50000000000473e-05,7.10000000000433e-05,0.00217800000000001,2.19999999999665e-05,4.19999999999865e-05,0.000118000000000062,0.00015900000000002,4.19999999999865e-05,0.000176999999999983,0.000946000000000002,0.00217800000000001,0.00101299999999993,0.00221199999999999,4.000000000004e-06,0.000495999999999941,0.00217800000000001,0.002189,5.90000000000312e-05,4.3999999999933e-05,4.3999999999933e-05,0.00218799999999997,2.59999999999705e-05,7.09999999999322e-05,7.40000000000185e-05,1.99999999994649e-06,0.00159999999999993,7.50000000000473e-05,2.10000000000488e-05,0.000954999999999928,7.40000000000185e-05
"XDQ",7.50000000000473e-05,0,4.000000000004e-06,0.00225300000000006,9.70000000000137e-05,0.000117000000000034,4.30000000000152e-05,8.3999999999973e-05,0.000117000000000034,0.000101999999999935,0.00102100000000005,0.00225300000000006,0.00108799999999998,0.00228700000000004,7.10000000000433e-05,0.000570999999999988,0.00225300000000006,0.00226400000000004,0.000134000000000079,0.00011899999999998,0.00011899999999998,0.00226300000000001,0.000101000000000018,0.000145999999999979,0.000149000000000066,7.69999999999937e-05,0.00167499999999998,0,5.39999999999985e-05,0.00102999999999998,0.000149000000000066
"JD",7.10000000000433e-05,4.000000000004e-06,0,0.00224900000000006,9.30000000000097e-05,0.00011300000000003,4.70000000000192e-05,8.7999999999977e-05,0.00011300000000003,0.000105999999999939,0.00101700000000005,0.00224900000000006,0.00108399999999997,0.00228300000000004,6.70000000000393e-05,0.000566999999999984,0.00224900000000006,0.00226000000000004,0.000130000000000075,0.000114999999999976,0.000114999999999976,0.00225900000000001,9.70000000000137e-05,0.000141999999999975,0.000145000000000062,7.29999999999897e-05,0.00167099999999998,4.000000000004e-06,4.99999999999945e-05,0.00102599999999997,0.000145000000000062
"DG",0.00217800000000001,0.00225300000000006,0.00224900000000006,0,0.00215600000000005,0.00213600000000003,0.00229600000000008,0.00233700000000003,0.00213600000000003,0.002355,0.00123200000000001,0,0.00116500000000008,3.39999999999785e-05,0.00218200000000002,0.00168200000000007,0,1.09999999999832e-05,0.00211899999999998,0.00213400000000008,0.00213400000000008,9.99999999995449e-06,0.00215200000000004,0.00210700000000008,0.00210399999999999,0.00217600000000007,0.000578000000000078,0.00225300000000006,0.00219900000000006,0.00122300000000009,0.00210399999999999
"LH",2.19999999999665e-05,9.70000000000137e-05,9.30000000000097e-05,0.00215600000000005,0,2.000000000002e-05,0.000140000000000029,0.000180999999999987,2.000000000002e-05,0.000198999999999949,0.000924000000000036,0.00215600000000005,0.000990999999999964,0.00219000000000003,2.59999999999705e-05,0.000473999999999974,0.00215600000000005,0.00216700000000003,3.70000000000648e-05,2.19999999999665e-05,2.19999999999665e-05,0.002166,4.000000000004e-06,4.89999999999657e-05,5.2000000000052e-05,2.000000000002e-05,0.00157799999999997,9.70000000000137e-05,4.30000000000152e-05,0.000932999999999962,5.2000000000052e-05
"NMQ",4.19999999999865e-05,0.000117000000000034,0.00011300000000003,0.00213600000000003,2.000000000002e-05,0,0.000160000000000049,0.000201000000000007,0,0.000218999999999969,0.000904000000000016,0.00213600000000003,0.000970999999999944,0.00217000000000001,4.59999999999905e-05,0.000453999999999954,0.00213600000000003,0.00214700000000001,1.70000000000448e-05,1.99999999994649e-06,1.99999999994649e-06,0.00214599999999998,1.6000000000016e-05,2.89999999999457e-05,3.2000000000032e-05,4.000000000004e-05,0.00155799999999995,0.000117000000000034,6.30000000000353e-05,0.000912999999999942,3.2000000000032e-05
"JC",0.000118000000000062,4.30000000000152e-05,4.70000000000192e-05,0.00229600000000008,0.000140000000000029,0.000160000000000049,0,4.09999999999577e-05,0.000160000000000049,5.89999999999202e-05,0.00106400000000006,0.00229600000000008,0.00113099999999999,0.00233000000000005,0.000114000000000058,0.000614000000000003,0.00229600000000008,0.00230700000000006,0.000177000000000094,0.000161999999999995,0.000161999999999995,0.00230600000000003,0.000144000000000033,0.000188999999999995,0.000192000000000081,0.000120000000000009,0.001718,4.30000000000152e-05,9.70000000000137e-05,0.00107299999999999,0.000192000000000081
"MEK",0.00015900000000002,8.3999999999973e-05,8.7999999999977e-05,0.00233700000000003,0.000180999999999987,0.000201000000000007,4.09999999999577e-05,0,0.000201000000000007,1.79999999999625e-05,0.00110500000000002,0.00233700000000003,0.00117199999999995,0.00237100000000001,0.000155000000000016,0.000654999999999961,0.00233700000000003,0.00234800000000002,0.000218000000000051,0.000202999999999953,0.000202999999999953,0.00234699999999999,0.000184999999999991,0.000229999999999952,0.000233000000000039,0.000160999999999967,0.00175899999999996,8.3999999999973e-05,0.000137999999999971,0.00111399999999995,0.000233000000000039
"HY",4.19999999999865e-05,0.000117000000000034,0.00011300000000003,0.00213600000000003,2.000000000002e-05,0,0.000160000000000049,0.000201000000000007,0,0.000218999999999969,0.000904000000000016,0.00213600000000003,0.000970999999999944,0.00217000000000001,4.59999999999905e-05,0.000453999999999954,0.00213600000000003,0.00214700000000001,1.70000000000448e-05,1.99999999994649e-06,1.99999999994649e-06,0.00214599999999998,1.6000000000016e-05,2.89999999999457e-05,3.2000000000032e-05,4.000000000004e-05,0.00155799999999995,0.000117000000000034,6.30000000000353e-05,0.000912999999999942,3.2000000000032e-05
"MNG",0.000176999999999983,0.000101999999999935,0.000105999999999939,0.002355,0.000198999999999949,0.000218999999999969,5.89999999999202e-05,1.79999999999625e-05,0.000218999999999969,0,0.00112299999999999,0.002355,0.00118999999999991,0.00238899999999997,0.000172999999999979,0.000672999999999924,0.002355,0.00236599999999998,0.000236000000000014,0.000220999999999916,0.000220999999999916,0.00236499999999995,0.000202999999999953,0.000247999999999915,0.000251000000000001,0.000178999999999929,0.00177699999999992,0.000101999999999935,0.000155999999999934,0.00113199999999991,0.000251000000000001
"GQC",0.000946000000000002,0.00102100000000005,0.00101700000000005,0.00123200000000001,0.000924000000000036,0.000904000000000016,0.00106400000000006,0.00110500000000002,0.000904000000000016,0.00112299999999999,0,0.00123200000000001,6.69999999999282e-05,0.00126599999999999,0.000950000000000006,0.000450000000000061,0.00123200000000001,0.00124299999999999,0.000886999999999971,0.000902000000000069,0.000902000000000069,0.00124199999999997,0.000920000000000032,0.00087500000000007,0.000871999999999984,0.000944000000000056,0.000653999999999932,0.00102100000000005,0.000967000000000051,8.99999999992573e-06,0.000871999999999984
"NQ",0.00217800000000001,0.00225300000000006,0.00224900000000006,0,0.00215600000000005,0.00213600000000003,0.00229600000000008,0.00233700000000003,0.00213600000000003,0.002355,0.00123200000000001,0,0.00116500000000008,3.39999999999785e-05,0.00218200000000002,0.00168200000000007,0,1.09999999999832e-05,0.00211899999999998,0.00213400000000008,0.00213400000000008,9.99999999995449e-06,0.00215200000000004,0.00210700000000008,0.00210399999999999,0.00217600000000007,0.000578000000000078,0.00225300000000006,0.00219900000000006,0.00122300000000009,0.00210399999999999
"GLG",0.00101299999999993,0.00108799999999998,0.00108399999999997,0.00116500000000008,0.000990999999999964,0.000970999999999944,0.00113099999999999,0.00117199999999995,0.000970999999999944,0.00118999999999991,6.69999999999282e-05,0.00116500000000008,0,0.00119900000000006,0.00101699999999993,0.00051699999999999,0.00116500000000008,0.00117600000000007,0.000953999999999899,0.000968999999999998,0.000968999999999998,0.00117500000000004,0.00098699999999996,0.000941999999999998,0.000938999999999912,0.00101099999999998,0.000587000000000004,0.00108799999999998,0.00103399999999998,5.80000000000025e-05,0.000938999999999912
"LBH",0.00221199999999999,0.00228700000000004,0.00228300000000004,3.39999999999785e-05,0.00219000000000003,0.00217000000000001,0.00233000000000005,0.00237100000000001,0.00217000000000001,0.00238899999999997,0.00126599999999999,3.39999999999785e-05,0.00119900000000006,0,0.002216,0.00171600000000005,3.39999999999785e-05,2.29999999999952e-05,0.00215299999999996,0.00216800000000006,0.00216800000000006,2.4000000000024e-05,0.00218600000000002,0.00214100000000006,0.00213799999999997,0.00221000000000005,0.000612000000000057,0.00228700000000004,0.00223300000000004,0.00125700000000006,0.00213799999999997
"YS",4.000000000004e-06,7.10000000000433e-05,6.70000000000393e-05,0.00218200000000002,2.59999999999705e-05,4.59999999999905e-05,0.000114000000000058,0.000155000000000016,4.59999999999905e-05,0.000172999999999979,0.000950000000000006,0.00218200000000002,0.00101699999999993,0.002216,0,0.000499999999999945,0.00218200000000002,0.002193,6.30000000000353e-05,4.7999999999937e-05,4.7999999999937e-05,0.00219199999999997,2.99999999999745e-05,7.49999999999362e-05,7.80000000000225e-05,5.99999999995049e-06,0.00160399999999994,7.10000000000433e-05,1.70000000000448e-05,0.000958999999999932,7.80000000000225e-05
"XW",0.000495999999999941,0.000570999999999988,0.000566999999999984,0.00168200000000007,0.000473999999999974,0.000453999999999954,0.000614000000000003,0.000654999999999961,0.000453999999999954,0.000672999999999924,0.000450000000000061,0.00168200000000007,0.00051699999999999,0.00171600000000005,0.000499999999999945,0,0.00168200000000007,0.00169300000000006,0.00043699999999991,0.000452000000000008,0.000452000000000008,0.00169200000000003,0.00046999999999997,0.000425000000000009,0.000421999999999922,0.000493999999999994,0.00110399999999999,0.000570999999999988,0.00051699999999999,0.000458999999999987,0.000421999999999922
"SQ",0.00217800000000001,0.00225300000000006,0.00224900000000006,0,0.00215600000000005,0.00213600000000003,0.00229600000000008,0.00233700000000003,0.00213600000000003,0.002355,0.00123200000000001,0,0.00116500000000008,3.39999999999785e-05,0.00218200000000002,0.00168200000000007,0,1.09999999999832e-05,0.00211899999999998,0.00213400000000008,0.00213400000000008,9.99999999995449e-06,0.00215200000000004,0.00210700000000008,0.00210399999999999,0.00217600000000007,0.000578000000000078,0.00225300000000006,0.00219900000000006,0.00122300000000009,0.00210399999999999
"JZ",0.002189,0.00226400000000004,0.00226000000000004,1.09999999999832e-05,0.00216700000000003,0.00214700000000001,0.00230700000000006,0.00234800000000002,0.00214700000000001,0.00236599999999998,0.00124299999999999,1.09999999999832e-05,0.00117600000000007,2.29999999999952e-05,0.002193,0.00169300000000006,1.09999999999832e-05,0,0.00212999999999997,0.00214500000000006,0.00214500000000006,1.00000000002876e-06,0.00216300000000003,0.00211800000000006,0.00211499999999998,0.00218700000000005,0.000589000000000062,0.00226400000000004,0.00221000000000005,0.00123400000000007,0.00211499999999998
"RK",5.90000000000312e-05,0.000134000000000079,0.000130000000000075,0.00211899999999998,3.70000000000648e-05,1.70000000000448e-05,0.000177000000000094,0.000218000000000051,1.70000000000448e-05,0.000236000000000014,0.000886999999999971,0.00211899999999998,0.000953999999999899,0.00215299999999996,6.30000000000353e-05,0.00043699999999991,0.00211899999999998,0.00212999999999997,0,1.50000000000983e-05,1.50000000000983e-05,0.00212899999999994,3.30000000000608e-05,1.1999999999901e-05,1.49999999999872e-05,5.70000000000848e-05,0.0015409999999999,0.000134000000000079,8.000000000008e-05,0.000895999999999897,1.49999999999872e-05
"HH",4.3999999999933e-05,0.00011899999999998,0.000114999999999976,0.00213400000000008,2.19999999999665e-05,1.99999999994649e-06,0.000161999999999995,0.000202999999999953,1.99999999994649e-06,0.000220999999999916,0.000902000000000069,0.00213400000000008,0.000968999999999998,0.00216800000000006,4.7999999999937e-05,0.000452000000000008,0.00213400000000008,0.00214500000000006,1.50000000000983e-05,0,0,0.00214400000000003,1.79999999999625e-05,2.69999999999992e-05,3.00000000000855e-05,4.19999999999865e-05,0.001556,0.00011899999999998,6.49999999999817e-05,0.000910999999999995,3.00000000000855e-05
"JZX",4.3999999999933e-05,0.00011899999999998,0.000114999999999976,0.00213400000000008,2.19999999999665e-05,1.99999999994649e-06,0.000161999999999995,0.000202999999999953,1.99999999994649e-06,0.000220999999999916,0.000902000000000069,0.00213400000000008,0.000968999999999998,0.00216800000000006,4.7999999999937e-05,0.000452000000000008,0.00213400000000008,0.00214500000000006,1.50000000000983e-05,0,0,0.00214400000000003,1.79999999999625e-05,2.69999999999992e-05,3.00000000000855e-05,4.19999999999865e-05,0.001556,0.00011899999999998,6.49999999999817e-05,0.000910999999999995,3.00000000000855e-05
"HN",0.00218799999999997,0.00226300000000001,0.00225900000000001,9.99999999995449e-06,0.002166,0.00214599999999998,0.00230600000000003,0.00234699999999999,0.00214599999999998,0.00236499999999995,0.00124199999999997,9.99999999995449e-06,0.00117500000000004,2.4000000000024e-05,0.00219199999999997,0.00169200000000003,9.99999999995449e-06,1.00000000002876e-06,0.00212899999999994,0.00214400000000003,0.00214400000000003,0,0.002162,0.00211700000000004,0.00211399999999995,0.00218600000000002,0.000588000000000033,0.00226300000000001,0.00220900000000002,0.00123300000000004,0.00211399999999995
"XH",2.59999999999705e-05,0.000101000000000018,9.70000000000137e-05,0.00215200000000004,4.000000000004e-06,1.6000000000016e-05,0.000144000000000033,0.000184999999999991,1.6000000000016e-05,0.000202999999999953,0.000920000000000032,0.00215200000000004,0.00098699999999996,0.00218600000000002,2.99999999999745e-05,0.00046999999999997,0.00215200000000004,0.00216300000000003,3.30000000000608e-05,1.79999999999625e-05,1.79999999999625e-05,0.002162,0,4.49999999999617e-05,4.8000000000048e-05,2.4000000000024e-05,0.00157399999999996,0.000101000000000018,4.70000000000192e-05,0.000928999999999958,4.8000000000048e-05
