NAME,JD,GQC,NQ,GLG,LBH,YS,XW,SQ
JD,0,202.511149382589,226.957516171792,217.228742638234,247.66606920193,209.611624958054,209.605343660201,204.469370044018
GQC,202.511149382589,0,41.3292330639827,46.8515298937656,75.9756012481959,75.2688445565698,112.109092916719,147.670929865734
NQ,226.957516171792,41.3292330639827,0,15.9395029043076,34.8100132704591,48.9258881612889,87.1991828089367,126.649079536378
GLG,217.228742638234,46.8515298937656,15.9395029043076,0,33.5854148027286,33.5476855330407,72.0757247204668,111.149969437797
LBH,247.66606920193,75.9756012481959,34.8100132704591,33.5854148027286,0,43.4465088670293,73.3842864867131,113.118645681019
YS,209.611624958054,75.2688445565698,48.9258881612889,33.5476855330407,43.4465088670293,0,38.5598202653309,77.723246328876
XW,209.605343660201,112.109092916719,87.1991828089367,72.0757247204668,73.3842864867131,38.5598202653309,0,40.1426414804445
SQ,204.469370044018,147.670929865734,126.649079536378,111.149969437797,113.118645681019,77.723246328876,40.1426414804445,0
